,owner,repository_name,language,size,watchers_count,forks_count,visibility,forks,watchers
318,nasa,OnAIR,Python,60164,21,2,public,2,21
319,nasa,Open-Gov-Plan-v4,,118,7,12,public,12,7
320,nasa,open-science-tools,,0,3,0,public,0,3
321,nasa,Open-Source-Catalog,JavaScript,13432,259,129,public,129,259
322,nasa,openmct,JavaScript,78330,11032,1235,public,1235,11032
323,nasa,openmct-demo,CSS,35,27,23,public,23,27
324,nasa,openmct-heatmap,JavaScript,181,9,7,public,7,9
325,nasa,openmct-hello,JavaScript,1305,11,5,public,5,11
326,nasa,openmct-legacy-plugin,JavaScript,557,3,1,public,1,3
327,nasa,openmct-map,JavaScript,1495,14,10,public,10,14
328,nasa,openmct-python-view-generator,,0,2,0,public,0,2
329,nasa,openmct-tutorial,JavaScript,498,200,106,public,106,200
330,nasa,OpenMDAO-Framework,Python,92883,139,37,public,37,139
331,nasa,OpenSPIFe,Java,138457,95,64,public,64,95
332,nasa,OpenVSP,C++,2634,74,47,public,47,74
333,nasa,OpenVSP3Plugin,Java,2479,20,8,public,8,20
334,nasa,opera-sds,,394,2,1,public,1,2
335,nasa,opera-sds-bach-api,Python,3211,6,1,public,1,6
336,nasa,opera-sds-bach-ui,JavaScript,1478,3,1,public,1,3
337,nasa,opera-sds-int,Python,884,4,1,public,1,4
338,nasa,opera-sds-lambdas,Python,110,4,2,public,2,4
339,nasa,opera-sds-ops,Python,67,3,2,public,2,3
340,nasa,opera-sds-pcm,Python,511963,13,10,public,10,13
341,nasa,opera-sds-pge,Jinja,13049,15,6,public,6,15
342,nasa,opera-sds-sys,Python,24,1,1,public,1,1
343,nasa,OpticalConstantDatabase,,0,1,0,public,0,1
344,nasa,osal,C,13180,476,199,public,199,476
345,nasa,OSS,JavaScript,618,0,0,public,0,0
346,nasa,Oversight,Python,1456,12,3,public,3,12
347,nasa,ow_autonomy,C++,1938,21,9,public,9,21
348,nasa,ow_enceladus,,0,3,0,public,0,3
349,nasa,ow_europa,GLSL,73614,10,1,public,1,10
350,nasa,ow_simulator,Python,45227,136,38,public,38,136
351,nasa,PanNDE,C++,6888,9,3,public,3,9
352,nasa,pato,Roff,87791,8,1,public,1,8
353,nasa,pbs4py,Python,344,7,1,public,1,7
354,nasa,pclam,Python,180,1,1,public,1,1
355,nasa,perfutils-java,,2,6,2,public,2,6
356,nasa,pigans-material-ID,Python,85592,10,8,public,8,10
357,nasa,PLEXIL5,Java,14180,15,9,public,9,15
358,nasa,Plot3D_utilities,Jupyter Notebook,130247,26,10,public,10,26
359,nasa,podaacpy,Python,1282,71,45,public,45,71
360,nasa,podaac_tools_and_services,Python,15115,43,31,public,31,43
361,nasa,PoDS,,0,2,0,public,0,2
362,nasa,PointCloudsVR,C++,16266,72,7,public,7,72
363,nasa,PolyCARP,HTML,2747,34,27,public,27,34
364,nasa,polyfit,C++,8,25,11,public,11,25
365,nasa,Practical-Micromechanics,MATLAB,296,15,14,public,14,15
366,nasa,PRECiSA,Haskell,8999,42,13,public,13,42
367,nasa,pretrained-microscopy-models,Python,43858,40,7,public,7,40
368,nasa,PrognosticsAlgorithmLibrary,MATLAB,734,103,94,public,94,103
369,nasa,PrognosticsMetricsLibrary,MATLAB,34,25,11,public,11,25
370,nasa,PrognosticsModelLibrary,MATLAB,462,88,64,public,64,88
371,nasa,progpy,Jupyter Notebook,22465,10,2,public,2,10
372,nasa,prog_algs,,4667,52,22,public,22,52
373,nasa,prog_models,Python,12681,119,54,public,54,119
374,nasa,prog_server,Python,1387,6,4,public,4,6
375,nasa,PROTEUS,Python,154,15,9,public,9,15
376,nasa,PSP,C,1413,65,48,public,48,65
377,nasa,puma,C++,91498,44,21,public,21,44
378,nasa,puppies,,0,2,0,public,0,2
379,nasa,PVS-ANTLR,Java,125,3,0,public,0,3
380,nasa,pvslib,Common Lisp,79646,186,55,public,55,186
381,nasa,PyAMPR,Jupyter Notebook,22830,22,25,public,25,22
382,nasa,PyBlock,Jupyter Notebook,1890,35,23,public,23,35
383,nasa,pyCMR,Python,225,21,17,public,17,21
384,nasa,pycomdes-gui,,0,2,0,public,0,2
385,nasa,pycomdes-lib,,0,2,0,public,0,2
386,nasa,PyGNSS,Jupyter Notebook,5734,13,3,public,3,13
387,nasa,pymdptoolbox,Python,466,29,31,public,31,29
388,nasa,PyMKAD,Python,1086,7,4,public,4,7
389,nasa,pyrefine,Python,477,13,0,public,0,13
390,nasa,PySA,Jupyter Notebook,24181,23,5,public,5,23
391,nasa,PyTDA,Jupyter Notebook,428,78,61,public,61,78
392,nasa,python_cmr,Python,1041,16,7,public,7,16
393,nasa,pyturbo-aero,Jupyter Notebook,12286,16,3,public,3,16
394,nasa,QuIP,C,20238,118,34,public,34,118
395,nasa,radbelt,Python,182,16,8,public,8,16
396,nasa,Rapid-Model-Import-Tool,Python,136876,6,0,public,0,6
397,nasa,rbf,Fortran,2179,15,10,public,10,15
398,nasa,refine,C,11712,59,20,public,20,59
399,nasa,Reinforcement-Learning-Benchmarking,Shell,16,9,3,public,3,9
400,nasa,resample_GLISTIN_DEMs,Python,7692,8,2,public,2,8
401,nasa,RHEAS,Python,304227,72,63,public,63,72
402,nasa,rjnieves-open-repo,,0,3,0,public,0,3
403,nasa,ROSES-Compliance-Checking-Tools,Python,92,5,1,public,1,5
404,nasa,rtap,,0,2,0,public,0,2
405,nasa,RtRetrievalFramework,C++,714574,42,41,public,41,42
406,nasa,RtRetrievalFrameworkDoc,Python,1048,5,13,public,13,5
407,nasa,russ-open-source,,0,3,0,public,0,3
408,nasa,RVLib,C++,434,23,13,public,13,23
409,nasa,S4P,Perl,920,3,0,public,0,3
410,nasa,S4PA,Perl,566,3,2,public,2,3
411,nasa,SAFE-DART,C++,89,9,5,public,5,9
412,nasa,SALaD,Python,61,16,7,public,7,16
413,nasa,sample_app,C,263,42,39,public,39,42
414,nasa,sample_lib,C,189,10,21,public,21,10
415,nasa,SBN,C,4334,34,22,public,22,34
416,nasa,SBN-Client,C,565,9,4,public,4,9
417,nasa,SC,C,11126,27,24,public,24,27
418,nasa,SCA,C,167,19,9,public,9,19
419,nasa,SCH,C,7797,23,31,public,31,23
420,nasa,sch_lab,C,216,17,33,public,33,17
421,nasa,scifen-solver,C,13749,8,5,public,5,8
422,nasa,scrub,Python,2793,33,15,public,15,33
423,nasa,SDN-HDTN,P4,24,2,1,public,1,2
424,nasa,Second-Generation-Beacon-Performance-Analysis-Test-Tools,MATLAB,10501,2,0,public,0,2
425,nasa,SGNDI,,118,5,0,public,0,5
426,nasa,shocktube,Python,25847,3,3,public,3,3
427,nasa,SIL,MATLAB,1123,16,12,public,12,16
428,nasa,simplegrid,Python,2064,5,1,public,1,5
429,nasa,simupy-flight,Python,63220,46,16,public,16,46
430,nasa,SingleDop,Jupyter Notebook,11159,48,42,public,42,48
431,nasa,SIRS,Jupyter Notebook,19862,4,3,public,3,4
432,nasa,sitepod,PHP,622,24,23,public,23,24
433,nasa,skeleton_app,C,11,8,8,public,8,8
434,nasa,SMCPy,Python,35212,73,24,public,24,73
435,nasa,smd-open-science-guidelines,,313,22,5,public,5,22
436,nasa,spaceapps,,2,19,0,public,0,19
